Platform,BrandName,SuperCategory,SubCategory,variantid,ProductName,SellerName,Color,App_Image,App_Deeplink,Avg_Price,Price_Range,VariantSize,Datetime of FirstLiveDate,rank,Aging
Distribution,1 OAK,Footwear,eva full moulded sandals,2592684,1 OAK 618,HARI OM ENTERPRISES,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_5-88552ec4-d52e-42cf-a1fb-51e918cdc254.jpeg,https://bijnis.app.link/FpqejWHaYKb,118.28,112 - 124," 10, 7, 8,6","04 Jul, 2024 12:00:25",1,23
Distribution,1 OAK,Footwear,eva full moulded sandals,2592685,1 OAK 618,HARI OM ENTERPRISES,Grey,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-60b936a8-b58d-49ed-9403-5f08b85d1061.jpeg,https://bijnis.app.link/mwc21UHaYKb,118.28,112 - 124," 10, 7, 8,6","04 Jul, 2024 12:00:25",2,23
Distribution,1 OAK,Footwear,eva full moulded sandals,2596349,1 OAK 623,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-beccf15f-22f0-46a1-85ee-b96119798933.jpeg,https://bijnis.app.link/IIszdUet6Kb,89.70,85 - 94," 7, 8, 9,6","09 Jul, 2024 21:00:24",3,18
Distribution,1 OAK,Footwear,eva full moulded sandals,2596350,1 OAK 623,HARI OM ENTERPRISES,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-8f8f7a33-60df-4d5c-98fb-ad4556eb43df.jpeg,https://bijnis.app.link/TTbFhTet6Kb,89.70,85 - 94," 7, 8, 9,6","09 Jul, 2024 21:00:24",2,18
Distribution,1 OAK,Footwear,eva full moulded sandals,2596351,1 OAK 623,HARI OM ENTERPRISES,Grey,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-2ca1af96-88b7-4f52-b165-4bde9d8803f7.jpeg,https://bijnis.app.link/oDvHLRet6Kb,89.70,85 - 94," 7, 8, 9,6","09 Jul, 2024 21:00:24",1,18
Distribution,1 OAK,Footwear,eva full moulded sandals,2598459,1 OAK 624,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_4-d94052be-cde7-405a-a3b3-29fb1cbb200f.jpeg,https://bijnis.app.link/uy4SoDEqgLb,72.88,69 - 77," 25, 26, 27, 28, 29,24","15 Jul, 2024 21:00:24",1,12
Distribution,1 OAK,Footwear,eva full moulded slippers,2595599,1 OAK 619,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-6d201fb9-9ae7-4975-acc3-23fdc14cc7f6.jpeg,https://bijnis.app.link/TvSPc6777Kb,61.95,59 - 65," 7, 8, 9,6","09 Jul, 2024 18:00:23",1,18
Distribution,1 OAK,Footwear,eva full moulded slippers,2596332,1 OAK 621,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-875507ee-d13b-4815-8871-5f621b983271.jpeg,https://bijnis.app.link/IMcVvQet6Kb,79.89,76 - 84," 7, 8, 9,6","09 Jul, 2024 21:00:24",1,18
Distribution,1 OAK,Footwear,eva moulded slippers,2596325,1 OAK 620,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e881130e-9d80-43f1-8f8d-32bcb732a002.jpeg,https://bijnis.app.link/g5RPiVet6Kb,117.73,112 - 124," 7, 8, 9,6","09 Jul, 2024 21:00:24",1,18
Distribution,1 OAK,Footwear,hawaii slippers,2596338,1 OAK 622,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-f45a3f99-b872-43c2-91f0-6ffca7e4b423.jpeg,https://bijnis.app.link/zwfwASet6Kb,57.46,55 - 60," 7, 8, 9,6","09 Jul, 2024 21:00:24",1,18
Distribution,1 OAK SOFT,Footwear,eva full moulded sandals,2602989,1 OAK SOFT 001,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-b474d2fa-fa5c-431a-a0c1-e03cc93f0bb1.jpeg,https://bijnis.app.link/XpytHTSHtLb,154.17,146 - 162," 7, 8, 9,6","23 Jul, 2024 18:00:24",1,4
Distribution,1 OAK SOFT,Footwear,eva full moulded sandals,2602991,1 OAK SOFT 002,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-db41dd7b-d8f0-4a37-9d1d-3ae3322a8ea9.jpeg,https://bijnis.app.link/6zNvZUSHtLb,154.17,146 - 162," 7, 8, 9,6","23 Jul, 2024 18:00:24",1,4
Distribution,1 OAK SOFT,Footwear,eva full moulded sandals,2602992,1 OAK SOFT 003,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-39141cda-a0c8-4c97-9f2a-38ac5de68a0f.jpeg,https://bijnis.app.link/ERrazWSHtLb,154.17,146 - 162," 7, 8, 9,6","23 Jul, 2024 18:00:24",1,4
Distribution,1 OAK SOFT,Footwear,eva full moulded sandals,2603002,1 OAK SOFT 004,HARI OM ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-6c346488-70b1-4261-8ade-d7fc75e16c42.jpeg,https://bijnis.app.link/4bvK4TSHtLb,154.17,146 - 162," 7, 8, 9,6","23 Jul, 2024 18:00:24",1,4
Distribution,1KKA,Apparels,shirts,2597359,1KKA 618,KUSHAL JEANS,Pink,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-dddfd521-88cd-4ea0-af81-239b950a012c.png,https://bijnis.app.link/gYLW9p2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597371,1KKA 619,KUSHAL JEANS,Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-b28c8c0a-5556-4235-968e-541fdd27638b.png,https://bijnis.app.link/4yqY2o2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597376,1KKA 620,KUSHAL JEANS,Mustard,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-c3c4e877-3982-429c-bf2c-f895f213099b.png,https://bijnis.app.link/WhSeWl2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597377,1KKA 621,KUSHAL JEANS,Grey,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-29bcb08d-9fca-46c2-9fd6-1db538e17472.png,https://bijnis.app.link/6fbENo2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597381,1KKA 622,KUSHAL JEANS,Peach,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-9223ee24-4794-4edd-8c44-1409b0d681fb.png,https://bijnis.app.link/Cv6tnm2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597383,1KKA 623,KUSHAL JEANS,Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-2bb8b35a-d7a0-4ef2-bae6-05e08394dede.png,https://bijnis.app.link/LpkXHo2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597389,1KKA 624,KUSHAL JEANS,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-6451da8c-ce70-4b6b-9c7f-e076c79f8f05.png,https://bijnis.app.link/CegO8p2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,1KKA,Apparels,shirts,2597394,1KKA 625,KUSHAL JEANS,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-494ae817-a182-46fd-ad3a-98551afa5ba5.png,https://bijnis.app.link/cP5fur2M9Kb,324.80,309 - 341," 40, 42,38","11 Jul, 2024 18:02:45",1,16
Distribution,3B Empire,Apparels,shorts,2599964,3B Empire 1343,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/wqi1gu5ls/files/x5ysyk0xn,https://bijnis.app.link/N7guawy5hLb,142.34,135 - 149," L, XL,M","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600018,3B Empire 1344,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/iojgy7k9n/files/bhbita1uc,https://bijnis.app.link/J3raewy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600023,3B Empire 1345,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/dugetm96l/files/f63c6cgsa,https://bijnis.app.link/jpwmesy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600033,3B Empire 1346,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/0qo@cgavb/files/fhkuejyo9,https://bijnis.app.link/d8uXDuy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600066,3B Empire 1347,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/mbuibdq0p/files/tg3xcrs5c,https://bijnis.app.link/KWdcMuy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600078,3B Empire 1348,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/xnfinzozr/files/rkel4cu9a,https://bijnis.app.link/XDFzrty5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600087,3B Empire 1349,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/$sa7l2s0z/files/ciqwyh2vm,https://bijnis.app.link/ciFdqvy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600112,3B Empire 1350,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/6bxdmqb7e/files/o$ztniovu,https://bijnis.app.link/H6UQRuy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600121,3B Empire 1351,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/6o@$e0@hd/files/25hyh6bni,https://bijnis.app.link/AJXHnnz5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600135,3B Empire 1352,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/elivfyasc/files/6ngjvkmrb,https://bijnis.app.link/UdenXty5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600152,3B Empire 1353,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ylhz5bvs$/files/pmvwccmb$h,https://bijnis.app.link/wZ4PJxy5hLb,142.34,135 - 149,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600389,3B Empire 1354,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/yv1k0bglt/files/to3zelofn,https://bijnis.app.link/SryOVzy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600400,3B Empire 1356,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ciq@ggqb9/files/4n8x5tdd76,https://bijnis.app.link/Op4nczy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600401,3B Empire 1357,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/vn9qjiks3/files/muddjk@hv4,https://bijnis.app.link/JqrXzzy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600402,3B Empire 1358,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/jxpwzemmu/files/6yycbmubg,https://bijnis.app.link/ckkkmzy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600404,3B Empire 1359,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/7nej0z7yo/files/emkl4rz@sx,https://bijnis.app.link/956ayCy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600405,3B Empire 1360,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/oizaf@x0l/files/dnsonl@k@,https://bijnis.app.link/IwqpgBy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600407,3B Empire 1361,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/7jaqh22ya/files/c1becdlii,https://bijnis.app.link/v5yj3yy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600408,3B Empire 1362,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ha4yrks2a/files/iihhqgqdy,https://bijnis.app.link/v8m1gDy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600409,3B Empire 1363,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/k2iv2nln8/files/z@qa7cenb,https://bijnis.app.link/i17LTxy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600416,3B Empire 1364,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ctsb871ox/files/c7bds@xpk,https://bijnis.app.link/SEAfBAy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600417,3B Empire 1365,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zwahdyuvl/files/b8dvonse8,https://bijnis.app.link/1ZbKkyy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600419,3B Empire 1366,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/l9zwpd1bw/files/zimbmea8k,https://bijnis.app.link/mTv2OBy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600420,3B Empire 1367,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/k1o9czcl0/files/pohxcale5e,https://bijnis.app.link/27BQGDy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2600617,3B Empire 1368,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/onn@x1sh1/files/c0gy0d6nla,https://bijnis.app.link/M1oGAAy5hLb,146.22,139 - 154,"L,M,XL","16 Jul, 2024 18:00:43",1,11
Distribution,3B Empire,Apparels,shorts,2602493,3B Empire 1369,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/9o48zqmxb/files/q5zmq4xmr,https://bijnis.app.link/UeZGuMSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602494,3B Empire 1370,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/fexdshfcd/files/fyqtpurxs,https://bijnis.app.link/vtikJNSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602499,3B Empire 1371,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/trxlyk@yy/files/8ge0xux1o,https://bijnis.app.link/qcTx8LSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602500,3B Empire 1372,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/@uk1yaf6m/files/7cv97rhy6,https://bijnis.app.link/9nDASVSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602501,3B Empire 1373,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/t3r7kqucb/files/fa2upkxgf,https://bijnis.app.link/1RUmFUSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602506,3B Empire 1374,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ruzkzjlrc/files/trthwelgl,https://bijnis.app.link/q47SOOSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602508,3B Empire 1375,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/xij9glp8j/files/strrlhxpt,https://bijnis.app.link/2ZR0wOSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602543,3B Empire 1376,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/gygn8okbc/files/$7cmyu$7w@,https://bijnis.app.link/2ImM4OSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602545,3B Empire 1377,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/5rqvbblji/files/graor0og8,https://bijnis.app.link/D6gIZQSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602680,3B Empire 1378,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/9jxepgcow/files/wcjc3u4ca,https://bijnis.app.link/Rzt7RNSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602730,3B Empire 1379,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/tf8a0uyxs/files/00a$ond$p,https://bijnis.app.link/tChgjPSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602731,3B Empire 1380,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/lxwhtg0gc/files/gmoyt0npd,https://bijnis.app.link/UyTPhPSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602732,3B Empire 1381,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/kkcau1hwi/files/es9ffiftw,https://bijnis.app.link/FTpyjWSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602742,3B Empire 1382,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/9xj$$ersx/files/mhlmuq2ty,https://bijnis.app.link/L5JYiPSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602749,3B Empire 1383,3B EMPIRE,Air Force Blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/d1utfipmd/files/rk$4kb7m7,https://bijnis.app.link/ZEdNxYSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602752,3B Empire 1384,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/nd0dhdtsm/files/aef2twzjz,https://bijnis.app.link/V9FXNRSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602756,3B Empire 1385,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/om6h$uacy/files/ytvlxb8tq,https://bijnis.app.link/DASs1ZSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602757,3B Empire 1386,3B EMPIRE,Air Force Blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/s2ezjon6h/files/f1i0@kluq,https://bijnis.app.link/gdytyQSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,shorts,2602763,3B Empire 1387,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/yft@le45q/files/d3@ymk0pp,https://bijnis.app.link/W16lhTSHtLb,146.22,139 - 154,"L,M,XL","23 Jul, 2024 12:00:47",1,4
Distribution,3B Empire,Apparels,t-shirts,2592527,3B Empire 1316,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/lt5o4l1mqf/files/@4yusvmbx,https://bijnis.app.link/wUFGLNTQUKb,135.87,129 - 143," 38, 40,36","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592529,3B Empire 1317,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/g7biop415/files/kmnld3o9z,https://bijnis.app.link/ZVdtTMTQUKb,164.34,156 - 173," 38, 40,36","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592530,3B Empire 1318,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/esottp0cp/files/41ih35qcv,https://bijnis.app.link/1zC0eSTQUKb,163.05,155 - 171," 38, 40,36","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592541,3B Empire 1319,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/bqarx7ubo/files/wijxe7o9n,https://bijnis.app.link/W9LciPTQUKb,77.64,74 - 82," 42, 44,40","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592545,3B Empire 1320,3B EMPIRE,Light Blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/kkztkkuof/files/$e3ztnehk,https://bijnis.app.link/Iymk2VTQUKb,77.64,74 - 82," 42, 44,40","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592546,3B Empire 1321,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/u@dl38kqq/files/d8dtceapl,https://bijnis.app.link/gWLvsTTQUKb,77.64,74 - 82," 42, 44,40","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592550,3B Empire 1322,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/w2xs5uedv/files/95yno@2ec,https://bijnis.app.link/jWJF5MTQUKb,95.11,90 - 100," 42, 44,40","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592558,3B Empire 1323,3B EMPIRE,Black,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ykvbemajg/files/@m62sn4cr,https://bijnis.app.link/XsgASRTQUKb,77.64,74 - 82," 42, 44,40","02 Jul, 2024 12:00:44",1,25
Distribution,3B Empire,Apparels,t-shirts,2592846,3B Empire 1324,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/jtpf06d@q/files/ofwr5go1q,https://bijnis.app.link/1myUmewu1Kb,62.11,59 - 65," 40, 42,38","06 Jul, 2024 15:00:38",1,21
Distribution,3B Empire,Apparels,t-shirts,2592849,3B Empire 1325,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/gujjsomcu/files/u7fv@hcjw,https://bijnis.app.link/oLIUwbwu1Kb,62.11,59 - 65," 40, 42,38","06 Jul, 2024 15:00:38",1,21
Distribution,3B Empire,Apparels,t-shirts,2592852,3B Empire 1326,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/uhdora90k/files/qiqot1ahu,https://bijnis.app.link/pJZRoYNvWKb,64.05,61 - 67,38,"03 Jul, 2024 12:00:42",1,24
Distribution,3B Empire,Apparels,t-shirts,2592853,3B Empire 1327,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/jp$eaqeen/files/@oqx7evpl,https://bijnis.app.link/l8GVu2NvWKb,71.17,68 - 75," 44, 46,42","03 Jul, 2024 12:00:42",1,24
Distribution,3B Empire,Apparels,t-shirts,2593377,3B Empire 1329,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zynpyf0hc/files/obdb2ntvl,https://bijnis.app.link/UTotqfwu1Kb,103.52,98 - 109," 38, 40,36","06 Jul, 2024 15:00:38",1,21
Distribution,3B Empire,Apparels,t-shirts,2593405,3B Empire 1332,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/cpfaaiosi/files/lsewnvu9u,https://bijnis.app.link/uIboTdwu1Kb,87.99,84 - 92,38,"06 Jul, 2024 15:00:38",1,21
Distribution,3B Empire,Apparels,t-shirts,2593434,3B Empire 1333,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/67@hymey4/files/tn5bhb1s6,https://bijnis.app.link/T6EcOgwu1Kb,116.46,111 - 122," 38, 40,36","06 Jul, 2024 15:00:38",1,21
Distribution,3B Empire,Apparels,t-shirts,2593463,3B Empire 1334,3B EMPIRE,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ffmx2sien/files/scrnpwouk,https://bijnis.app.link/UUcxSdwu1Kb,148.81,141 - 156," 40, 42,38","06 Jul, 2024 15:00:38",1,21
